id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;status_kawin;jumlah_penduduk;satuan;tahun
214;32;JAWA BARAT;3201;KABUPATEN BOGOR;KAWIN;1995301;JIWA;2015
215;32;JAWA BARAT;3201;KABUPATEN BOGOR;CERAI HIDUP;45749;JIWA;2015
216;32;JAWA BARAT;3201;KABUPATEN BOGOR;CERAI MATI;97553;JIWA;2015
217;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;BELUM KAWIN;1221051;JIWA;2015
218;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;KAWIN;1165212;JIWA;2015
219;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;CERAI HIDUP;46967;JIWA;2015
220;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;CERAI MATI;70445;JIWA;2015
221;32;JAWA BARAT;3203;KABUPATEN CIANJUR;BELUM KAWIN;976493;JIWA;2015
222;32;JAWA BARAT;3203;KABUPATEN CIANJUR;KAWIN;1135105;JIWA;2015
223;32;JAWA BARAT;3203;KABUPATEN CIANJUR;CERAI HIDUP;46323;JIWA;2015
224;32;JAWA BARAT;3203;KABUPATEN CIANJUR;CERAI MATI;59823;JIWA;2015
225;32;JAWA BARAT;3204;KABUPATEN BANDUNG;BELUM KAWIN;1731207;JIWA;2015
226;32;JAWA BARAT;3204;KABUPATEN BANDUNG;KAWIN;1636878;JIWA;2015
227;32;JAWA BARAT;3204;KABUPATEN BANDUNG;CERAI HIDUP;47701;JIWA;2015
228;32;JAWA BARAT;3204;KABUPATEN BANDUNG;CERAI MATI;78683;JIWA;2015
229;32;JAWA BARAT;3205;KABUPATEN GARUT;BELUM KAWIN;1148848;JIWA;2015
230;32;JAWA BARAT;3205;KABUPATEN GARUT;KAWIN;958665;JIWA;2015
231;32;JAWA BARAT;3205;KABUPATEN GARUT;CERAI HIDUP;24948;JIWA;2015
232;32;JAWA BARAT;3205;KABUPATEN GARUT;CERAI MATI;54439;JIWA;2015
233;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;BELUM KAWIN;734086;JIWA;2015
234;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;KAWIN;851634;JIWA;2015
235;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;CERAI HIDUP;34526;JIWA;2015
236;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;CERAI MATI;54216;JIWA;2015
237;32;JAWA BARAT;3207;KABUPATEN CIAMIS;BELUM KAWIN;491197;JIWA;2015
238;32;JAWA BARAT;3207;KABUPATEN CIAMIS;KAWIN;644754;JIWA;2015
239;32;JAWA BARAT;3207;KABUPATEN CIAMIS;CERAI HIDUP;17234;JIWA;2015
240;32;JAWA BARAT;3207;KABUPATEN CIAMIS;CERAI MATI;57548;JIWA;2015
241;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;BELUM KAWIN;483184;JIWA;2015
242;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;KAWIN;569821;JIWA;2015
243;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;CERAI HIDUP;13667;JIWA;2015
244;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;CERAI MATI;47805;JIWA;2015
245;32;JAWA BARAT;3209;KABUPATEN CIREBON;BELUM KAWIN;930062;JIWA;2015
246;32;JAWA BARAT;3209;KABUPATEN CIREBON;KAWIN;1023581;JIWA;2015
247;32;JAWA BARAT;3209;KABUPATEN CIREBON;CERAI HIDUP;26541;JIWA;2015
248;32;JAWA BARAT;3209;KABUPATEN CIREBON;CERAI MATI;77159;JIWA;2015
249;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;BELUM KAWIN;514913;JIWA;2015
250;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;KAWIN;665960;JIWA;2015
251;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;CERAI HIDUP;22711;JIWA;2015
252;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;CERAI MATI;46596;JIWA;2015
253;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;BELUM KAWIN;445156;JIWA;2015
254;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;KAWIN;609302;JIWA;2015
255;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;CERAI HIDUP;17216;JIWA;2015
256;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;CERAI MATI;39200;JIWA;2015
257;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;BELUM KAWIN;815791;JIWA;2015
258;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;KAWIN;901207;JIWA;2015
259;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;CERAI HIDUP;24802;JIWA;2015
260;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;CERAI MATI;83322;JIWA;2015
261;32;JAWA BARAT;3213;KABUPATEN SUBANG;BELUM KAWIN;649173;JIWA;2015
262;32;JAWA BARAT;3213;KABUPATEN SUBANG;KAWIN;804147;JIWA;2015
263;32;JAWA BARAT;3213;KABUPATEN SUBANG;CERAI HIDUP;28349;JIWA;2015
264;32;JAWA BARAT;3213;KABUPATEN SUBANG;CERAI MATI;58631;JIWA;2015
265;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;BELUM KAWIN;396984;JIWA;2015
266;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;KAWIN;438918;JIWA;2015
267;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;CERAI HIDUP;14365;JIWA;2015
268;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;CERAI MATI;35586;JIWA;2015
269;32;JAWA BARAT;3215;KABUPATEN KARAWANG;BELUM KAWIN;910221;JIWA;2015
270;32;JAWA BARAT;3215;KABUPATEN KARAWANG;KAWIN;1054037;JIWA;2015
271;32;JAWA BARAT;3215;KABUPATEN KARAWANG;CERAI HIDUP;27453;JIWA;2015
272;32;JAWA BARAT;3215;KABUPATEN KARAWANG;CERAI MATI;68031;JIWA;2015
273;32;JAWA BARAT;3216;KABUPATEN BEKASI;BELUM KAWIN;1238779;JIWA;2015
274;32;JAWA BARAT;3216;KABUPATEN BEKASI;KAWIN;1181201;JIWA;2015
275;32;JAWA BARAT;3216;KABUPATEN BEKASI;CERAI HIDUP;18485;JIWA;2015
276;32;JAWA BARAT;3216;KABUPATEN BEKASI;CERAI MATI;47791;JIWA;2015
277;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;BELUM KAWIN;781163;JIWA;2015
278;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;KAWIN;751197;JIWA;2015
279;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;CERAI HIDUP;28964;JIWA;2015
280;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;CERAI MATI;31381;JIWA;2015
281;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;BELUM KAWIN;151550;JIWA;2015
282;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;KAWIN;227241;JIWA;2015
283;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;CERAI HIDUP;6242;JIWA;2015
284;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;CERAI MATI;17711;JIWA;2015
285;32;JAWA BARAT;3271;KOTA BOGOR;BELUM KAWIN;469816;JIWA;2015
286;32;JAWA BARAT;3271;KOTA BOGOR;KAWIN;468923;JIWA;2015
287;32;JAWA BARAT;3271;KOTA BOGOR;CERAI HIDUP;16988;JIWA;2015
288;32;JAWA BARAT;3271;KOTA BOGOR;CERAI MATI;28333;JIWA;2015
289;32;JAWA BARAT;3272;KOTA SUKABUMI;BELUM KAWIN;152458;JIWA;2015
290;32;JAWA BARAT;3272;KOTA SUKABUMI;KAWIN;149225;JIWA;2015
291;32;JAWA BARAT;3272;KOTA SUKABUMI;CERAI HIDUP;6250;JIWA;2015
292;32;JAWA BARAT;3272;KOTA SUKABUMI;CERAI MATI;13783;JIWA;2015
293;32;JAWA BARAT;3273;KOTA BANDUNG;BELUM KAWIN;1131146;JIWA;2015
294;32;JAWA BARAT;3273;KOTA BANDUNG;KAWIN;1128720;JIWA;2015
295;32;JAWA BARAT;3273;KOTA BANDUNG;CERAI HIDUP;29047;JIWA;2015
296;32;JAWA BARAT;3273;KOTA BANDUNG;CERAI MATI;89714;JIWA;2015
297;32;JAWA BARAT;3274;KOTA CIREBON;BELUM KAWIN;153472;JIWA;2015
298;32;JAWA BARAT;3274;KOTA CIREBON;KAWIN;144784;JIWA;2015
299;32;JAWA BARAT;3274;KOTA CIREBON;CERAI HIDUP;5780;JIWA;2015
300;32;JAWA BARAT;3274;KOTA CIREBON;CERAI MATI;14797;JIWA;2015
301;32;JAWA BARAT;3275;KOTA BEKASI;BELUM KAWIN;1233197;JIWA;2015
302;32;JAWA BARAT;3275;KOTA BEKASI;KAWIN;1096099;JIWA;2015
303;32;JAWA BARAT;3275;KOTA BEKASI;CERAI HIDUP;12350;JIWA;2015
304;32;JAWA BARAT;3275;KOTA BEKASI;CERAI MATI;42767;JIWA;2015
305;32;JAWA BARAT;3276;KOTA DEPOK;BELUM KAWIN;801316;JIWA;2015
306;32;JAWA BARAT;3276;KOTA DEPOK;KAWIN;777728;JIWA;2015
307;32;JAWA BARAT;3276;KOTA DEPOK;CERAI HIDUP;10446;JIWA;2015
308;32;JAWA BARAT;3276;KOTA DEPOK;CERAI MATI;50044;JIWA;2015
309;32;JAWA BARAT;3277;KOTA CIMAHI;BELUM KAWIN;248713;JIWA;2015
310;32;JAWA BARAT;3277;KOTA CIMAHI;KAWIN;246867;JIWA;2015
311;32;JAWA BARAT;3277;KOTA CIMAHI;CERAI HIDUP;7761;JIWA;2015
312;32;JAWA BARAT;3277;KOTA CIMAHI;CERAI MATI;17136;JIWA;2015
313;32;JAWA BARAT;3278;KOTA TASIKMALAYA;BELUM KAWIN;325868;JIWA;2015
314;32;JAWA BARAT;3278;KOTA TASIKMALAYA;KAWIN;319338;JIWA;2015
315;32;JAWA BARAT;3278;KOTA TASIKMALAYA;CERAI HIDUP;11934;JIWA;2015
316;32;JAWA BARAT;3278;KOTA TASIKMALAYA;CERAI MATI;27679;JIWA;2015
317;32;JAWA BARAT;3279;KOTA BANJAR;BELUM KAWIN;83913;JIWA;2015
318;32;JAWA BARAT;3279;KOTA BANJAR;KAWIN;97382;JIWA;2015
319;32;JAWA BARAT;3279;KOTA BANJAR;CERAI HIDUP;4800;JIWA;2015
320;32;JAWA BARAT;3279;KOTA BANJAR;CERAI MATI;10468;JIWA;2015
321;32;JAWA BARAT;3201;KABUPATEN BOGOR;BELUM KAWIN;2427673;JIWA;2020
322;32;JAWA BARAT;3201;KABUPATEN BOGOR;KAWIN;2492025;JIWA;2020
323;32;JAWA BARAT;3201;KABUPATEN BOGOR;CERAI HIDUP;59081;JIWA;2020
324;32;JAWA BARAT;3201;KABUPATEN BOGOR;CERAI MATI;153576;JIWA;2020
325;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;BELUM KAWIN;1149878;JIWA;2020
326;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;KAWIN;1333388;JIWA;2020
327;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;CERAI HIDUP;58727;JIWA;2020
328;32;JAWA BARAT;3202;KABUPATEN SUKABUMI;CERAI MATI;84769;JIWA;2020
329;32;JAWA BARAT;3203;KABUPATEN CIANJUR;BELUM KAWIN;1066956;JIWA;2020
330;32;JAWA BARAT;3203;KABUPATEN CIANJUR;KAWIN;1184062;JIWA;2020
331;32;JAWA BARAT;3203;KABUPATEN CIANJUR;CERAI HIDUP;43146;JIWA;2020
332;32;JAWA BARAT;3203;KABUPATEN CIANJUR;CERAI MATI;74449;JIWA;2020
333;32;JAWA BARAT;3204;KABUPATEN BANDUNG;BELUM KAWIN;1632119;JIWA;2020
334;32;JAWA BARAT;3204;KABUPATEN BANDUNG;KAWIN;1794730;JIWA;2020
335;32;JAWA BARAT;3204;KABUPATEN BANDUNG;CERAI HIDUP;49598;JIWA;2020
336;32;JAWA BARAT;3204;KABUPATEN BANDUNG;CERAI MATI;106609;JIWA;2020
337;32;JAWA BARAT;3205;KABUPATEN GARUT;BELUM KAWIN;1160426;JIWA;2020
338;32;JAWA BARAT;3205;KABUPATEN GARUT;KAWIN;1228737;JIWA;2020
339;32;JAWA BARAT;3205;KABUPATEN GARUT;CERAI HIDUP;38485;JIWA;2020
340;32;JAWA BARAT;3205;KABUPATEN GARUT;CERAI MATI;86867;JIWA;2020
341;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;BELUM KAWIN;766841;JIWA;2020
342;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;KAWIN;923094;JIWA;2020
343;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;CERAI HIDUP;36929;JIWA;2020
344;32;JAWA BARAT;3206;KABUPATEN TASIKMALAYA;CERAI MATI;76936;JIWA;2020
345;32;JAWA BARAT;3207;KABUPATEN CIAMIS;BELUM KAWIN;513215;JIWA;2020
346;32;JAWA BARAT;3207;KABUPATEN CIAMIS;KAWIN;661729;JIWA;2020
347;32;JAWA BARAT;3207;KABUPATEN CIAMIS;CERAI HIDUP;23057;JIWA;2020
348;32;JAWA BARAT;3207;KABUPATEN CIAMIS;CERAI MATI;61983;JIWA;2020
349;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;BELUM KAWIN;510967;JIWA;2020
350;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;KAWIN;600937;JIWA;2020
351;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;CERAI HIDUP;18871;JIWA;2020
352;32;JAWA BARAT;3208;KABUPATEN KUNINGAN;CERAI MATI;52965;JIWA;2020
353;32;JAWA BARAT;3209;KABUPATEN CIREBON;BELUM KAWIN;1014080;JIWA;2020
354;32;JAWA BARAT;3209;KABUPATEN CIREBON;KAWIN;1144714;JIWA;2020
355;32;JAWA BARAT;3209;KABUPATEN CIREBON;CERAI HIDUP;45653;JIWA;2020
356;32;JAWA BARAT;3209;KABUPATEN CIREBON;CERAI MATI;92552;JIWA;2020
357;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;BELUM KAWIN;550817;JIWA;2020
358;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;KAWIN;683696;JIWA;2020
359;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;CERAI HIDUP;30860;JIWA;2020
360;32;JAWA BARAT;3210;KABUPATEN MAJALENGKA;CERAI MATI;49899;JIWA;2020
361;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;BELUM KAWIN;464974;JIWA;2020
362;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;KAWIN;624949;JIWA;2020
363;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;CERAI HIDUP;23792;JIWA;2020
364;32;JAWA BARAT;3211;KABUPATEN SUMEDANG;CERAI MATI;45739;JIWA;2020
365;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;BELUM KAWIN;819224;JIWA;2020
366;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;KAWIN;932629;JIWA;2020
367;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;CERAI HIDUP;37998;JIWA;2020
368;32;JAWA BARAT;3212;KABUPATEN INDRAMAYU;CERAI MATI;81298;JIWA;2020
369;32;JAWA BARAT;3213;KABUPATEN SUBANG;BELUM KAWIN;664737;JIWA;2020
370;32;JAWA BARAT;3213;KABUPATEN SUBANG;KAWIN;835419;JIWA;2020
371;32;JAWA BARAT;3213;KABUPATEN SUBANG;CERAI HIDUP;24619;JIWA;2020
372;32;JAWA BARAT;3213;KABUPATEN SUBANG;CERAI MATI;59160;JIWA;2020
373;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;BELUM KAWIN;428953;JIWA;2020
374;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;KAWIN;487293;JIWA;2020
375;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;CERAI HIDUP;19408;JIWA;2020
376;32;JAWA BARAT;3214;KABUPATEN PURWAKARTA;CERAI MATI;38650;JIWA;2020
377;32;JAWA BARAT;3215;KABUPATEN KARAWANG;BELUM KAWIN;1017152;JIWA;2020
378;32;JAWA BARAT;3215;KABUPATEN KARAWANG;KAWIN;1215522;JIWA;2020
379;32;JAWA BARAT;3215;KABUPATEN KARAWANG;CERAI HIDUP;42186;JIWA;2020
380;32;JAWA BARAT;3215;KABUPATEN KARAWANG;CERAI MATI;86159;JIWA;2020
381;32;JAWA BARAT;3216;KABUPATEN BEKASI;BELUM KAWIN;1304299;JIWA;2020
382;32;JAWA BARAT;3216;KABUPATEN BEKASI;KAWIN;1486303;JIWA;2020
383;32;JAWA BARAT;3216;KABUPATEN BEKASI;CERAI HIDUP;27048;JIWA;2020
384;32;JAWA BARAT;3216;KABUPATEN BEKASI;CERAI MATI;62630;JIWA;2020
385;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;BELUM KAWIN;757613;JIWA;2020
386;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;KAWIN;871539;JIWA;2020
387;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;CERAI HIDUP;35510;JIWA;2020
388;32;JAWA BARAT;3217;KABUPATEN BANDUNG BARAT;CERAI MATI;47686;JIWA;2020
389;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;BELUM KAWIN;163480;JIWA;2020
390;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;KAWIN;234575;JIWA;2020
391;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;CERAI HIDUP;9129;JIWA;2020
392;32;JAWA BARAT;3218;KABUPATEN PANGANDARAN;CERAI MATI;21058;JIWA;2020
393;32;JAWA BARAT;3271;KOTA BOGOR;BELUM KAWIN;508062;JIWA;2020
394;32;JAWA BARAT;3271;KOTA BOGOR;KAWIN;501168;JIWA;2020
395;32;JAWA BARAT;3271;KOTA BOGOR;CERAI HIDUP;16891;JIWA;2020
396;32;JAWA BARAT;3271;KOTA BOGOR;CERAI MATI;38577;JIWA;2020
397;32;JAWA BARAT;3272;KOTA SUKABUMI;BELUM KAWIN;164020;JIWA;2020
398;32;JAWA BARAT;3272;KOTA SUKABUMI;KAWIN;164455;JIWA;2020
399;32;JAWA BARAT;3272;KOTA SUKABUMI;CERAI HIDUP;7443;JIWA;2020
400;32;JAWA BARAT;3272;KOTA SUKABUMI;CERAI MATI;15541;JIWA;2020
401;32;JAWA BARAT;3273;KOTA BANDUNG;BELUM KAWIN;1154654;JIWA;2020
402;32;JAWA BARAT;3273;KOTA BANDUNG;KAWIN;1207671;JIWA;2020
403;32;JAWA BARAT;3273;KOTA BANDUNG;CERAI HIDUP;47315;JIWA;2020
404;32;JAWA BARAT;3273;KOTA BANDUNG;CERAI MATI;91327;JIWA;2020
405;32;JAWA BARAT;3274;KOTA CIREBON;BELUM KAWIN;163221;JIWA;2020
406;32;JAWA BARAT;3274;KOTA CIREBON;KAWIN;154407;JIWA;2020
407;32;JAWA BARAT;3274;KOTA CIREBON;CERAI HIDUP;8804;JIWA;2020
408;32;JAWA BARAT;3274;KOTA CIREBON;CERAI MATI;16571;JIWA;2020
409;32;JAWA BARAT;3275;KOTA BEKASI;BELUM KAWIN;1193828;JIWA;2020
410;32;JAWA BARAT;3275;KOTA BEKASI;KAWIN;1187749;JIWA;2020
411;32;JAWA BARAT;3275;KOTA BEKASI;CERAI HIDUP;21809;JIWA;2020
412;32;JAWA BARAT;3275;KOTA BEKASI;CERAI MATI;61333;JIWA;2020
413;32;JAWA BARAT;3276;KOTA DEPOK;BELUM KAWIN;894077;JIWA;2020
414;32;JAWA BARAT;3276;KOTA DEPOK;KAWIN;888547;JIWA;2020
415;32;JAWA BARAT;3276;KOTA DEPOK;CERAI HIDUP;21879;JIWA;2020
416;32;JAWA BARAT;3276;KOTA DEPOK;CERAI MATI;68493;JIWA;2020
417;32;JAWA BARAT;3277;KOTA CIMAHI;BELUM KAWIN;254162;JIWA;2020
418;32;JAWA BARAT;3277;KOTA CIMAHI;KAWIN;272353;JIWA;2020
419;32;JAWA BARAT;3277;KOTA CIMAHI;CERAI HIDUP;11468;JIWA;2020
420;32;JAWA BARAT;3277;KOTA CIMAHI;CERAI MATI;19928;JIWA;2020
421;32;JAWA BARAT;3278;KOTA TASIKMALAYA;BELUM KAWIN;329412;JIWA;2020
422;32;JAWA BARAT;3278;KOTA TASIKMALAYA;KAWIN;348114;JIWA;2020
423;32;JAWA BARAT;3278;KOTA TASIKMALAYA;CERAI HIDUP;16840;JIWA;2020
424;32;JAWA BARAT;3278;KOTA TASIKMALAYA;CERAI MATI;31195;JIWA;2020
425;32;JAWA BARAT;3279;KOTA BANJAR;BELUM KAWIN;87393;JIWA;2020
426;32;JAWA BARAT;3279;KOTA BANJAR;KAWIN;99729;JIWA;2020
427;32;JAWA BARAT;3279;KOTA BANJAR;CERAI HIDUP;7195;JIWA;2020
428;32;JAWA BARAT;3279;KOTA BANJAR;CERAI MATI;11165;JIWA;2020
